126351556,Honda All New Jazz RS CVT 1.5 AT Bensin 2019,honda,Jazz,Hatchback,1.5 ,2019,48000,Automatic,HITAM MUTIARA,195200000,3/18/2023,3/27/2023,TRUE,Active,1055,4000011
126352999,"Honda Jazz VTEC 1,5 AT Bensin 2005",honda,Jazz,Hatchback,1.5 ,2005,129653,Automatic, Merah,75000000,3/4/2023,3/19/2023,FALSE,Active,1089,4000043
126350407,"Toyota Calya G 1,2 MT Bensin 2017",toyota,Calya,MPV,1.2 ,2017,200700,Manual, Putih,100300000,2/11/2023,2/13/2023,TRUE,Active,1096,4000090
126352465,"Toyota Grand New Avanza Facelift 1,3 MT Bensin 2018",toyota,Grand,MPV,1.3 ,2018,42125,Manual,HITAM METALIC,150000000,4/1/2023,4/12/2023,TRUE,Active,1078,4000007
126350149,"Honda All New Jazz I-VTEC RS 1,5 MT Bensin 2015",honda,CiviC Turbo,Sedan,1.5 ,2015,133000,Manual,Putih Mutiara,174400000,3/11/2023,4/5/2023,TRUE,Deactive,1042,4000051
126353410,"Mitsubishi Xpander Exceed 1,5 MT Bensin 2019",mitsubishi,Xpander,MPV,1.5 ,2019,115440,Manual,Putih Mutiara,190000000,1/17/2023,1/26/2023,FALSE,Active,1099,4000091
126353416,"Nissan Grand Livina SV 1,5 AT Bensin 2014",nissan,Grand Livina,MPV,1.5 ,2014,155977,Automatic,Silver Metalic,90000000,1/17/2023,2/7/2023,TRUE,Deactive,1033,4000032
126353135,Daihatsu Xenia M 1.0 MT Bensin 2013,daihatsu,Xenia,MPV,1.0 ,2013,165445,Manual,Hitam,75000000,1/14/2023,3/13/2023,FALSE,Active,1043,4000064
126351491,Mitsubishi L300 Pick Up 2.5 MT Diesel 2012,mitsubishi,L300,Pick Up,2.5 ,2012,135000,Manual,HITAM SILVER,83700000,4/1/2023,4/5/2023,TRUE,Deactive,1009,4000059
126352882,Toyota Alphard X 2.4 AT 2.4 AT Bensin 2013,toyota,Alphard,MPV,2.4 ,2013,119686,Automatic,Hitam,290000000,1/31/2023,3/17/2023,TRUE,Active,1085,4000022
126353744,Daihatsu Minibus W100RG-LMMFJ 1.3 R 1329 MT Bensin 2022,daihatsu,Luxio,MPV,1.3 ,2022,23352,Manual,Hitam,150000000,4/10/2023,4/11/2023,FALSE,Active,1024,4000016
126349985,"Daihatsu Gran Max Standar PU 1,3 MT Bensin 2016",daihatsu,Grand Max,Pick Up,1.3 ,2016,201167,Manual, Putih,66800000,2/28/2023,3/24/2023,TRUE,Deactive,1007,4000005
126353806,Mitsubishi Pajero Sport Exceed 4x2 AT Diesel 2010,mitsubishi,Pajero,SUV,2.5 ,2010,156739,Automatic,Hitam,190000000,4/4/2023,4/6/2023,FALSE,Deactive,1093,4000048
126353691,"Toyota New Avanza VVT-i G 1,3 MT Bensin 2012",toyota,Avanza,MPV,1.3 ,2012,200000,Manual,Silver Metalic,100000000,2/13/2023,3/31/2023,TRUE,Active,1073,4000011
126352434,"Ford Ecosport Titanium 1,5 AT Bensin 2014",ford,Ecosport,SUV,1.5 ,2014,65000,Automatic, Putih,140000000,4/3/2023,4/13/2023,TRUE,Deactive,1070,4000011
126350911,"Honda Civic Turbo ES 1,5 AT Bensin 2016",honda,Civic,Sedan,1.5 ,2016,162674,Automatic,HITAM MUTIARA,251100000,2/1/2023,3/24/2023,FALSE,Active,1045,4000090
126353442,"Daihatsu Sigra R DLX 1,2 MT Bensin 2017",daihatsu,Sigra,MPV,1.2 ,2017,175000,Manual, Putih,99000000,2/20/2023,3/2/2023,TRUE,Active,1046,4000023
126353529,"Honda Brio RS 1,2 AT Bensin 2017",honda,Brio,Hatchback,1.2 ,2017,91452,Automatic,HITAM MUTIARA,145000000,1/15/2023,1/15/2023,FALSE,Active,1062,4000013
126353530,"Toyota Rush S TRD Sportivo 1,5 MT Bensin 2012",toyota,Rush,MPV,1.5 ,2012,95693,Manual, Putih,110000000,1/21/2023,1/27/2023,FALSE,Deactive,1024,4000016
126352542,"Mitsubishi Xpander GLS 1,5 AT Bensin 2019",mitsubishi,Xpander,MPV,1.5 ,2019,153989,Automatic,Putih Mutiara,173000000,1/22/2023,2/21/2023,FALSE,Active,1074,4000027
126350012,"Toyota Hilux TBR45 Pick Up 2,5 MT Diesel 2016",toyota,Hilux,SUV,2.5 ,2016,110450,Manual,Puith,157350000,2/13/2023,3/21/2023,TRUE,Active,1057,4000073
126351251,Honda Mobilio E Facelift 1.5 MT Bensin 2016,honda,Mobilio,MPV,1.5 ,2016,81000,Manual,Abu Abu Bulan Metalik,129100000,2/6/2023,4/3/2023,TRUE,Active,1029,4000063
126351320,Mitsubishi Xpander Cross No Variant 1.5 MT Bensin 2020,mitsubishi,Xpander,MPV,1.5 ,2020,67767,Manual,Silver Metalic,221200000,3/14/2023,4/12/2023,TRUE,Active,1068,4000099
126349372,"Toyota Avanza Facelift 1,3 MT Bensin 2014",toyota,Avanza,MPV,1.3 ,2014,105000,Manual,SILVER METALIK,112300000,4/14/2023,4/15/2023,TRUE,Active,1008,4000077
126352913,Toyota All New Grand Innova G Bensin 2 MT Bensin 2016,toyota,Avanza,MPV,2.0 ,2016,83271,Manual,Hitam,215000000,1/4/2023,2/18/2023,FALSE,Deactive,1055,4000011
126350620,"Honda Mobilio E CVT 1,5 AT Bensin 2016",honda,Mobilio,MPV,1.5 ,2016,117000,Automatic,Puith,121700000,1/21/2023,1/26/2023,FALSE,Active,1059,4000014
126350308,"Mitsubishi Xpander Ultimate 1,5 AT Bensin 2019",mitsubishi,Xpander,MPV,1.5 ,2019,80000,Automatic,HITAM MIKA,201900000,2/9/2023,2/15/2023,TRUE,Active,1064,4000051
126349219,"Toyota Rush Minibus 1,5 MT Bensin 2009",toyota,Rush,MPV,1.5 ,2009,147000,Manual,Hitam,102400000,1/28/2023,2/15/2023,TRUE,Active,1053,4000023
126354031,Toyota New Innova G 2 AT Bensin 2015,toyota,Avanza,MPV,2.0 ,2015,92185,Automatic, Putih,185000000,3/15/2023,4/10/2023,FALSE,Deactive,1084,4000054
126352624,"Toyota Calya G 1,2 MT Bensin 1,2 MT Bensin 2017",toyota,Calya,MPV,1.2 ,2017,90500,Manual, Putih,108200000,3/10/2023,3/17/2023,TRUE,Active,1077,4000052
126353952,"Daihatsu Terios TX 1,5 MT Bensin 2012",daihatsu,Terios,MPV,1.5 ,2012,104490,Manual, Putih,120000000,3/11/2023,4/11/2023,TRUE,Active,1059,4000014
126352104,"Honda HRV E CVT 1,5 AT Bensin 2017",honda,HRV,SUV,1.5 ,2017,82744,Automatic,HITAM MUTIARA,229200000,2/24/2023,3/12/2023,TRUE,Deactive,1082,4000096
126352813,"Isuzu Panther  TBR54F Turbo 2,5 MT Diesel 2012",isuzu,Panther,MPV,2.5 ,2012,290000,Manual,Hitam,140000000,2/28/2023,3/12/2023,TRUE,Deactive,1078,4000007
126350932,"Suzuki Ertiga GX 1,4 MT Bensin 2015",suzuki,Ertiga,MPV,1.4 ,2015,176000,Manual,HITAM METALIK,116500000,3/22/2023,4/14/2023,TRUE,Deactive,1036,4000059
126349608,Honda CR-V AT RE1 2WD 2.0 MT Bensin  2011,honda,CR-V,SUV,2.0 ,2011,75995,Manual,ABU ABU METALIK ,102300000,3/16/2023,3/25/2023,FALSE,Deactive,1034,4000045
126352772,Toyota Grand New Innova G 2 AT Bensin 2014,toyota,Avanza,MPV,2.0 ,2014,130406,Automatic,ABU ABU METALIK ,150300000,1/9/2023,4/5/2023,TRUE,Active,1017,4000100
126352791,"Suzuki Ertiga GX 1,4 MT Bensin 2013",suzuki,Ertiga,MPV,1.4 ,2013,132000,Manual,PUTIH METALIK,100100000,1/19/2023,3/18/2023,TRUE,Active,1006,4000018
126353268,Honda Civic FD1 1.8 MT 1 1.8 AT Bensin (CBU)  1.8 AT BENSIN 2006,honda,Civic,Sedan,1.8 ,2006,144000,Automatic,Abu Abu Tua MT,100000000,3/15/2023,4/6/2023,TRUE,Deactive,1070,4000011
126350512,"Toyota All New Grand Innova G Diesel 2,4 MT Diesel 2018",toyota,Calya,MPV,2.4 ,2018,86000,Manual,Silver Metalic,251900000,4/4/2023,4/5/2023,TRUE,Active,1053,4000023
126353358,Mitsubishi Jeep L. C. HDTP OUTLANDER SPORT 2.0L GLX MT 1998 MT bensin 2013,mitsubishi,Pajero,MPV,2.0 ,2013,97000,Manual,ABU ABU TITANIUM,100000000,3/9/2023,3/20/2023,FALSE,Active,1072,4000020
126353553,"Suzuki Karimun Wagon Gl At 4X2 SL 410 R 1,0 MT Bensin 2006",suzuki,Karimun,Hatchback,1.0 ,2006,185357,Manual,COKLAT METALIK,62000000,3/18/2023,4/7/2023,FALSE,Deactive,1018,4000022
126352087,Honda Mobilio S DD4  1.5 MT Bensin 2017,honda,Mobilio,MPV,1.5 ,2017,72184,Manual,ABU ABU BAJA METALIK,125700000,1/24/2023,1/29/2023,TRUE,Active,1096,4000090
126351341,Mitsubishi Colt L 300 Pick Up FB-R (4x2) 2.5 MT Diesel 2017,mitsubishi,Colt Diesel,Pick Up,2.5 ,2017,108884,Manual,Hitam,111300000,3/7/2023,3/28/2023,FALSE,Active,1034,4000045
126351837,"Daihatsu Gran Max D Standar 1,3 MT Bensin 2014",daihatsu,Xenia,MPV,1.3 ,2014,200586,Manual,BIRU METALIK,52900000,4/9/2023,4/9/2023,TRUE,Active,1055,4000011
126353369,"Mitsubishi Strada Triton GLS 2,5 MT Diesel 2013",mitsubishi,Strada,SUV,2.5 ,2013,63847,Manual,PUTIH SOLID,175000000,3/27/2023,3/27/2023,FALSE,Deactive,1049,4000046
126353089,"Toyota New Fortuner G 4x2 TRD 2,5 AT Diesel 2013",toyota,Yaris,Hatchback,2.5 ,2013,176725,Automatic,Hitam,280000000,4/13/2023,4/14/2023,TRUE,Active,1007,4000005
126352347,"Honda Odyssey Absolute 2,4 AT Bensin 2012",honda,Odyssey,MPV,2.4 ,2012,140069,Automatic,Hitam,180600000,3/10/2023,4/2/2023,FALSE,Deactive,1046,4000023
126352441,Toyota New Agya S TRD 1 MT Bensin 2015,toyota,Avanza,MPV,1.0 ,2015,68790,Manual,BIRU TUA METALIK,83400000,4/13/2023,4/13/2023,FALSE,Deactive,1013,4000042
126350626,"Honda All New Odyssey Absolute 2,3 AT Bensin 2001",honda,Calya,MPV,2.3 ,2001,92602,Automatic,BIRU HIJAU METALIC,43900000,4/13/2023,4/14/2023,TRUE,Deactive,1046,4000023
126353815,"Toyota Rush S 1,5 AT Bensin 1.5 MT Bensin 2007",toyota,Rush,MPV,1.5 ,2007,174933,Automatic,HITAM METALIK,110000000,2/23/2023,3/11/2023,FALSE,Deactive,1047,4000018
126352563,Toyota New Agya G 1 AT Bensin 2014,toyota,Calya,MPV,1.0 ,2014,85753,Automatic,HITAM METALIK,100300000,1/24/2023,2/15/2023,TRUE,Deactive,1050,4000031
126353308,Daihatsu Rocky A251rs-gmxfj 1.2 X M/t A251RS-GMXFJ 1.2 X M/T 1198 MT bensin 2022,daihatsu,Rocky,SUV,1.2 ,2022,96,Manual,SILVER METALIK,200000000,4/14/2023,4/15/2023,FALSE,Active,1001,4000016
126352752,Suzuki Carry Pick Up CX 4x2 1.5 MT Bensin 2022,suzuki,Carry,MPV,1.5 ,2022,106,Manual, Putih,130200000,1/15/2023,3/2/2023,FALSE,Deactive,1026,4000009
126351226,"Honda HRV RU1 E Plus CVT CKD 1,5 AT Bensin 2020",honda,HRV,SUV,1.5 ,2020,31253,Automatic,HITAM MUTIARA,251400000,3/24/2023,4/9/2023,FALSE,Deactive,1015,4000031
126351216,"Isuzu Panther  4x4 GLS Turbo 2,5 MT Diesel 2007",isuzu,Panther,MPV,2.5 ,2007,200000,Manual,Hitam,111400000,2/15/2023,4/14/2023,TRUE,Active,1075,4000027
126353359,Honda All New Jazz RS CVT 1.5 AT Bensin 2015,honda,Civic,Sedan,1.5 ,2015,82659,Automatic,ABU ABU METALIK ,210000000,4/4/2023,4/9/2023,FALSE,Active,1061,4000007
126354157,"Toyota Rush Minibus 1,5 MT Bensin 2019",toyota,Rush,MPV,1.5 ,2019,77504,Manual,Puith,200000000,1/22/2023,2/6/2023,TRUE,Active,1070,4000011
126354051,Honda Jazz GK5 RS 1.5 AT Bensin 2013,honda,Jazz,Hatchback,1.5 ,2013,120000,Automatic,MERAH METALIK,155000000,2/12/2023,3/7/2023,FALSE,Active,1066,4000090
126354179,Toyota Innova G Bensin 2 AT Bensin 2008,toyota,Innova,MPV,2.0 ,2008,204088,Automatic,SILVER METALIK,105000000,1/7/2023,3/31/2023,FALSE,Active,1008,4000077
126351050,"Toyota New Fortuner G 4x2 TRD 2,5 MT Diesel 2012",toyota,Innova,MPV,2.5 ,2012,161000,Manual,HITAM METALIK,171500000,1/6/2023,3/5/2023,FALSE,Deactive,1075,4000027
126352948,Honda City VTEC 1.5 AT Bensin 2008,honda,City,Sedan,1.5 ,2008,97898,Automatic,ABU ABU METALIK ,70100000,1/2/2023,1/15/2023,TRUE,Deactive,1094,4000019
126354196,Daihatsu Ayla X 1 AT Bensin 2019,daihatsu,Ayla,Hatchback,1.0 ,2019,80702,Automatic, Putih,115000000,3/19/2023,3/20/2023,FALSE,Deactive,1003,4000036
126352442,"Honda Brio Satya E 1,2 AT Bensin 1198 AT Bensin 2018",honda,Brio,Hatchback,1.2 ,2018,80000,Automatic, Putih,128500000,2/1/2023,2/1/2023,FALSE,Active,1066,4000090
126347114,"Mitsubishi All New Pajero DAKAR 4X2 2,5 AT Diesel 2020",mitsubishi,Pajero,SUV,2.5 ,2020,65000,Automatic,Hitam,525000000,3/19/2023,4/15/2023,FALSE,Active,1100,4000020
126349130,"Toyota New Alphard X 2,4 AT Bensin 2010",toyota,Innova,MPV,2.5 ,2010,79566,Automatic,Hitam,245000000,2/7/2023,2/28/2023,FALSE,Deactive,1056,4000058
126349246,Daihatsu Ayla X 1 AT Bensin 2014,daihatsu,Ayla,Hatchback,1.0 ,2014,137590,Automatic,Puith,115000000,1/3/2023,4/6/2023,TRUE,Deactive,1042,4000051
126349375,"Toyota Calya G 1,2 MT Bensin 2016",toyota,Calya,MPV,2.5 ,2016,100000,Manual,GREEN LEAN,114000000,2/5/2023,3/4/2023,FALSE,Active,1070,4000011
126350298,Mitsubishi Pajero Sport Exceed 4x2 AT Diesel 2009,mitsubishi,Pajero,SUV,2.5 ,2009,170506,Automatic,HITAM METALIK,195000000,2/1/2023,3/16/2023,TRUE,Active,1020,4000027
126350310,"Honda New CR-V 4 X 2 2,4 AT Bensin 2011",honda,CR-V,SUV,2.5 ,2011,123199,Automatic,ABU ABU MUDA METALIK,155000000,4/10/2023,4/15/2023,FALSE,Deactive,1053,4000023
126350588,"Toyota Grand New Avanza Facelift 1,3 MT Bensin 2020",toyota,Avanza,MPV,1.3 ,2020,26621,Manual,Silver Metalic,195000000,3/3/2023,3/31/2023,FALSE,Deactive,1036,4000059
126350743,"Mitsubishi Colt T 120 SS MPI Standar 1,5 MT Bensin 2014",mitsubishi,Colt Diesel,Pick Up,1.5 ,2014,150735,Manual,Hitam,63000000,3/17/2023,4/14/2023,TRUE,Active,1029,4000063
126351295,"Toyota Grand New Avanza D Deluxe 1,3 AT Bensin 2016",toyota,Avanza,MPV,1.3 ,2016,134831,Automatic, Silver,130000000,1/30/2023,2/17/2023,TRUE,Deactive,1065,4000034
126351483,"Daihatsu All New Xenia GX 1,3 MT Bensin 2016",daihatsu,Xenia,MPV,1.3 ,2016,91000,Manual,HITAM METALIK,125000000,2/8/2023,2/10/2023,FALSE,Active,1059,4000014
126351499,"Suzuki X-Over  RW415 F 4X2 1.5 AT Bensin  1,5 AT BENSIN 2008",suzuki,X-Over,Hatchback,1.5 ,2008,197000,Automatic,ABU ABU METALIK ,80000000,4/8/2023,4/8/2023,FALSE,Active,1030,4000053
126351648,"Toyota New Avanza VVT-i G 1,3 AT Bensin 2012",toyota,Avanza,MPV,1.3 ,2012,144440,Automatic,HITAM METALIK,110000000,4/3/2023,4/15/2023,FALSE,Active,1097,4000086
126351700,"Daihatsu Ayla R 1,2 MT Bensin 2017",daihatsu,Ayla,Hatchback,1.2 ,2017,137713,Manual,ABU ABU METALIK ,97500000,4/7/2023,4/9/2023,FALSE,Active,1036,4000059
126351645,"Nissan New Xtrail ST 2,5 MT Bensin 2012",nissan,Xtrail,SUV,2.5 ,2012,159180,Manual,Silver Metalic,115000000,4/5/2023,4/11/2023,FALSE,Deactive,1003,4000036
126352073,"Honda All New Brio Satya E 1,2 AT Bensin 1198 AT Bensin 2018",honda,Brio,Hatchback,1.2 ,2018,61000,Automatic,ABU ABU METALIK ,140000000,2/17/2023,4/7/2023,FALSE,Deactive,1078,4000007
126352123,"Toyota All New Grand Innova G Diesel 2,4 MT Diesel 2019",toyota,Innova,MPV,2.4 ,2019,75616,Manual, Putih,340000000,3/31/2023,4/2/2023,FALSE,Deactive,1071,4000062
126352652,"Daihatsu Terios TX Adventure 1,5 MT Bensin 2011",daihatsu,Terios,MPV,1.5 ,2011,130000,Manual, Silver,125000000,2/24/2023,3/20/2023,TRUE,Active,1016,4000020
126352841,"Toyota New Avanza VVT-i G 1,3 MT Bensin 2020",toyota,Avanza,MPV,1.3 ,2020,136000,Manual,Hitam,180000000,4/4/2023,4/15/2023,FALSE,Active,1035,4000064
126352903,"Toyota Avanza Facelift 1,3 MT Bensin 2018",toyota,Avanza,MPV,1.3 ,2018,97584,Manual, Putih,165000000,3/2/2023,3/31/2023,TRUE,Active,1001,4000016
126350194,"Honda Mobilio E CVT Prestige 1,5 AT Bensin 2014",honda,Mobilio,MPV,1.5 ,2014,115904,Automatic,Hitam,122300000,4/14/2023,4/14/2023,FALSE,Deactive,1079,4000071
126353861,"Toyota All New Fortuner VRZ 4x2 2,4 AT Diesel 2016",toyota,Fortuner,MPV,2.4 ,2016,87262,Automatic,Hitam,250000000,4/6/2023,4/13/2023,FALSE,Deactive,1040,4000077
126350935,Mazda All New Mazda3 HATCHBACK 2 AT Bensin 2018,mazda,Mazda 3,SUV,2.0 ,2018,30700,Automatic,MERAH METALIK,251700000,1/12/2023,1/25/2023,FALSE,Active,1066,4000090
126350337,Honda Jazz RS GK5 RS CVT 1.5 AT 1.5 AT Bensin 2018,honda,Jazz,Hatchback,1.5 ,2018,73455,Automatic, Putih,245000000,2/3/2023,2/7/2023,FALSE,Deactive,1052,4000056
126349451,Daihatsu Xenia  XENIA R DELUXE MT 1.3 cc MT Bensin 2013,daihatsu,Xenia,MPV,1.3 ,2013,105000,Manual,Silver Metalic,107500000,1/2/2023,3/6/2023,FALSE,Active,1020,4000027
126352157,"Nissan Xtrail CVT 2.0 AT Bensin 2,0 AT Bensin 2013",nissan,Xtrail,SUV,2.0 ,2013,167303,Automatic,Hitam,95800000,1/2/2023,1/6/2023,FALSE,Deactive,1047,4000018
